iter	Passed	Remaining
143	237	1409
144	238	1407
145	240	1405
146	241	1401
147	243	1400
148	244	1398
149	246	1396
150	248	1394
151	249	1392
152	251	1390
153	252	1388
154	254	1386
155	255	1384
156	257	1382
157	259	1381
158	260	1380
159	262	1378
160	264	1375
161	265	1373
162	267	1372
163	268	1370
164	270	1369
165	271	1366
166	273	1364
167	275	1362
168	276	1360
169	278	1359
170	280	1357
171	281	1356
172	283	1355
173	285	1353
174	286	1351
175	288	1349
176	289	1347
177	291	1345
178	293	1344
179	294	1342
180	296	1341
181	298	1339
182	299	1336
183	301	1334
184	302	1331
185	303	1330
186	305	1329
187	307	1327
188	309	1326
189	310	1325
190	312	1323
191	314	1322
192	315	1321
193	317	1319
194	319	1317
195	320	1314
196	321	1311
197	323	1310
198	325	1308
199	326	1306
200	328	1304
201	329	1303
202	331	1301
203	333	1300
204	334	1298
205	336	1297
206	338	1295
207	340	1294
208	341	1293
209	343	1291
210	344	1289
211	346	1288
212	348	1286
213	349	1284
214	351	1283
215	353	1281
216	354	1279
217	355	1276
218	357	1275
219	359	1273
220	360	1271
221	362	1269
222	363	1267
223	365	1266
224	367	1264
225	368	1263
226	370	1261
227	371	1259
228	373	1258
229	375	1256
230	376	1254
231	378	1252
232	379	1250
233	381	1248
234	383	1247
235	384	1245
236	385	1242
237	387	1241
238	389	1239
239	390	1237
240	392	1235
241	393	1233
242	395	1232
243	397	1230
244	398	1228
245	400	1226
246	401	1224
247	403	1224
248	405	1222
249	406	1220
250	408	1218
251	409	1216
252	411	1213
253	412	1211
254	414	1210
255	415	1208
256	417	1206
257	418	1204
258	420	1202
259	422	1201
260	423	1199
261	425	1197
262	426	1196
263	428	1194
264	430	1192
265	431	1190
266	433	1189
267	434	1187
268	436	1185
269	437	1183
270	439	1182
271	440	1180
272	442	1178
273	443	1176
274	445	1174
275	447	1173
276	448	1171
277	450	1169
278	452	1168
279	453	1166
280	454	1164
281	456	1162
282	458	1160
283	459	1158
284	461	1157
285	462	1155
286	464	1153
287	466	1152
288	467	1150
289	468	1148
290	470	1146
291	472	1144
292	473	1142
293	475	1141
294	476	1138
295	478	1137
296	479	1135
297	481	1133
298	482	1131
299	484	1129
300	485	1127
301	487	1126
302	488	1124
303	489	1121
304	491	1119
305	493	1118
306	494	1116
307	496	1115
308	497	1113
309	499	1111
310	501	1110
311	502	1108
312	504	1106
313	505	1104
314	507	1103
315	508	1101
316	510	1100
317	512	1098
318	513	1096
319	515	1094
320	516	1093
321	518	1091
322	519	1089
323	521	1087
324	523	1086
325	524	1084
326	526	1082
327	527	1081
328	529	1079
329	530	1077
330	532	1076
331	534	1074
332	535	1072
333	537	1071
334	538	1068
335	539	1066
336	541	1064
337	542	1063
338	544	1061
339	545	1059
340	547	1057
341	548	1055
342	550	1053
343	551	1051
344	553	1050
345	554	1048
346	556	1046
347	557	1045
348	559	1043
349	561	1042
350	562	1039
351	564	1038
352	565	1037
353	567	1035
354	569	1034
355	570	1032
356	572	1030
357	573	1028
358	575	1027
359	576	1025
360	578	1023
361	579	1022
362	581	1020
363	582	1018
364	584	1016
365	585	1014
366	587	1013
367	589	1011
368	590	1010
369	592	1008
370	593	1006
371	595	1004
372	596	1003
373	598	1001
374	599	999
375	601	998
376	603	996
377	604	995
378	606	993
379	607	991
380	609	989
381	610	988
382	612	986
383	613	984
384	615	982
385	616	980
386	618	979
387	619	977
388	621	976
389	623	974
390	624	973
391	626	971
392	627	969
393	629	968
394	631	966
395	632	964
396	634	963
397	635	961
398	637	959
399	638	957
400	640	956
401	641	954
402	643	953
403	644	951
404	646	949
405	647	947
406	649	946
407	651	944
408	652	942
409	654	941
410	655	939
411	657	937
412	658	936
413	660	934
414	662	933
415	663	931
416	665	930
417	666	928
418	668	926
419	670	925
420	671	923
421	672	921
422	674	920
423	676	918
424	677	917
425	679	915
426	680	913
427	682	911
428	683	910
429	685	908
430	686	906
431	688	905
432	690	903
433	691	901
434	692	899
435	694	898
436	696	896
437	697	895
438	699	893
439	701	892
440	702	890
441	704	889
442	705	887
443	707	886
444	709	884
445	710	882
446	712	881
447	713	879
448	715	878
449	717	876
450	718	875
451	720	873
452	721	871
453	723	870
454	725	868
455	726	867
456	728	865
457	729	863
458	731	862
459	733	861
460	735	859
461	736	857
462	738	856
463	739	854
464	741	853
465	743	851
466	744	849
467	746	848
468	747	846
469	749	845
470	751	843
471	752	842
472	754	840
473	755	838
474	757	837
475	759	835
476	761	834
477	763	833
478	765	832
479	766	830
480	768	829
481	770	827
482	772	826
483	773	824
484	775	823
485	776	821
486	778	820
487	780	818
488	781	816
489	783	815
490	784	813
491	786	811
492	787	810
493	789	808
494	791	807
495	793	805
496	794	804
497	796	802
498	797	800
499	799	799
500	800	797
501	802	795
502	803	794
503	805	792
504	806	790
505	808	789
506	810	788
507	811	786
508	813	784
509	815	783
510	816	781
511	817	779
512	819	778
513	821	776
514	822	774
515	824	773
516	825	771
517	827	769
518	828	767
519	830	766
520	831	764
521	833	763
522	835	761
523	836	759
524	838	758
525	839	756
526	841	755
527	842	753
528	844	751
529	845	750
530	847	748
531	848	746
532	850	745
533	852	743
534	853	741
535	855	740
536	856	738
537	857	736
538	859	735
539	860	733
540	862	731
541	863	729
542	865	728
543	866	726
544	868	725
545	870	723
546	871	721
547	872	719
548	873	717
549	875	716
550	877	714
551	878	713
552	880	711
553	881	709
554	883	708
555	885	706
556	886	705
557	888	703
558	889	702
559	891	700
560	893	698
561	894	697
562	896	695
563	897	694
564	899	692
565	900	690
566	902	689
567	903	687
568	905	685
569	906	684
570	908	682
571	910	680
572	911	679
573	913	677
574	914	676
575	916	674
576	917	672
577	919	671
578	920	669
579	922	667
580	923	666
581	925	664
582	926	663
583	928	661
584	930	659
585	931	658
586	933	656
587	934	654
588	935	653
589	937	651
590	939	649
591	940	648
592	942	646
593	943	645
594	945	643
595	946	641
596	948	640
597	949	638
598	951	636
599	952	635
600	955	634
601	956	632
602	958	630
603	960	629
604	961	627
605	963	626
606	964	624
607	966	623
608	968	621
609	969	620
610	971	618
611	973	616
612	974	615
613	976	613
614	977	612
615	979	610
616	980	608
617	982	607
618	984	606
619	986	604
620	987	602
621	988	601
622	990	599
623	992	597
624	993	596
625	995	594
626	996	592
627	998	591
628	999	589
629	1001	588
630	1003	586
631	1004	584
632	1006	583
633	1007	581
634	1009	580
635	1010	578
636	1012	576
637	1013	574
638	1014	573
639	1016	571
640	1017	569
641	1019	568
642	1020	566
643	1022	565
644	1024	563
645	1025	562
646	1027	560
647	1028	558
648	1030	557
649	1031	555
650	1033	554
651	1035	552
652	1036	550
653	1038	549
654	1039	547
655	1041	546
656	1042	544
657	1044	542
658	1045	541
659	1047	539
660	1049	538
661	1050	536
662	1052	534
663	1053	532
664	1054	531
665	1056	529
666	1058	528
667	1059	526
668	1061	525
669	1062	523
670	1064	521
671	1066	520
672	1067	518
673	1069	517
674	1070	515
675	1072	513
676	1073	512
677	1075	510
678	1076	508
679	1078	507
680	1079	505
681	1081	504
682	1082	502
683	1084	500
684	1085	499
685	1087	497
686	1088	495
687	1090	494
688	1091	492
689	1092	491
690	1094	489
691	1096	487
692	1097	486
693	1099	484
694	1100	483
695	1102	481
696	1104	479
697	1105	478
698	1107	476
699	1108	475
700	1110	473
701	1111	471
702	1113	470
703	1114	468
704	1116	467
705	1117	465
706	1119	463
707	1120	462
708	1121	460
709	1123	458
710	1125	457
711	1126	455
712	1128	454
713	1129	452
714	1131	450
715	1132	449
716	1134	447
717	1135	446
718	1137	444
719	1138	442
720	1140	441
721	1142	439
722	1143	438
723	1145	436
724	1146	434
725	1148	433
726	1150	431
727	1151	430
728	1153	428
729	1154	427
730	1156	425
731	1158	424
732	1159	422
733	1161	420
734	1163	419
735	1164	417
736	1166	416
737	1167	414
738	1169	413
739	1171	411
740	1172	409
741	1174	408
742	1175	406
743	1177	405
744	1179	403
745	1180	402
746	1182	400
747	1183	398
748	1185	397
749	1187	395
750	1188	394
751	1190	392
752	1191	390
753	1193	389
754	1195	387
755	1196	386
756	1198	384
757	1199	383
758	1201	381
759	1202	379
760	1204	378
761	1205	376
762	1207	375
763	1208	373
764	1210	371
765	1211	370
766	1213	368
767	1214	366
768	1216	365
769	1218	363
770	1219	362
771	1221	360
772	1222	359
773	1224	357
774	1226	355
775	1227	354
776	1229	352
777	1230	351
778	1232	349
779	1233	348
780	1235	346
781	1237	344
782	1238	343
783	1239	341
784	1241	340
785	1243	338
786	1244	336
787	1246	335
788	1247	333
789	1249	332
790	1251	330
791	1252	329
792	1254	327
793	1255	325
794	1257	324
795	1259	322
796	1260	321
797	1262	319
798	1264	318
799	1265	316
800	1267	314
801	1268	313
802	1269	311
803	1271	309
804	1272	308
805	1274	306
806	1276	305
807	1277	303
808	1279	302
809	1281	300
810	1282	298
811	1284	297
812	1285	295
813	1287	294
814	1289	292
815	1290	291
816	1292	289
817	1293	287
818	1295	286
819	1297	284
820	1298	283
821	1300	281
822	1301	280
823	1303	278
824	1304	276
825	1306	275
826	1308	273
827	1309	272
828	1311	270
829	1312	268
830	1314	267
831	1316	265
832	1317	264
833	1319	262
834	1320	261
835	1321	259
836	1323	257
837	1325	256
838	1326	254
839	1328	253
840	1330	251
841	1331	249
842	1333	248
843	1334	246
844	1336	245
845	1337	243
846	1339	241
847	1341	240
848	1342	238
849	1344	237
850	1345	235
851	1347	234
852	1349	232
853	1350	230
854	1352	229
855	1353	227
856	1355	226
857	1356	224
858	1358	222
859	1359	221
860	1361	219
861	1363	218
862	1364	216
863	1366	215
864	1368	213
865	1369	211
866	1371	210
867	1373	208
868	1374	207
869	1376	205
870	1377	204
871	1379	202
872	1381	200
873	1382	199
874	1384	197
875	1385	196
876	1387	194
877	1388	193
878	1390	191
879	1392	189
880	1393	188
881	1395	186
882	1396	185
883	1398	183
884	1400	181
885	1401	180
886	1403	178
887	1405	177
888	1406	175
889	1408	174
890	1409	172
891	1411	170
892	1412	169
893	1414	167
894	1416	166
895	1417	164
896	1419	162
897	1420	161
898	1422	159
899	1424	158
900	1425	156
901	1427	155
902	1428	153
903	1430	151
904	1432	150
905	1433	148
906	1435	147
907	1436	145
908	1438	143
909	1439	142
910	1441	140
911	1442	139
912	1444	137
913	1446	136
914	1447	134
915	1449	132
916	1451	131
917	1452	129
918	1454	128
919	1455	126
920	1457	125
921	1458	123
922	1460	121
923	1462	120
924	1463	118
925	1465	117
926	1467	115
927	1468	113
928	1470	112
929	1472	110
930	1473	109
931	1475	107
932	1476	106
933	1478	104
934	1480	102
935	1482	101
936	1483	99
937	1485	98
938	1486	96
939	1488	95
940	1490	93
941	1491	91
942	1493	90
943	1495	88
944	1496	87
945	1498	85
946	1500	83
947	1501	82
948	1503	80
949	1504	79
950	1506	77
951	1508	76
952	1509	74
953	1511	72
954	1513	71
955	1514	69
956	1516	68
957	1517	66
958	1519	64
959	1520	63
960	1522	61
961	1524	60
962	1525	58
963	1527	57
964	1528	55
965	1530	53
966	1532	52
967	1534	50
968	1535	49
969	1537	47
970	1538	45
971	1540	44
972	1542	42
973	1543	41
974	1545	39
975	1546	38
976	1548	36
977	1550	34
978	1551	33
979	1553	31
980	1555	30
981	1556	28
982	1558	26
983	1560	25
984	1561	23
985	1563	22
986	1565	20
987	1566	19
988	1568	17
989	1570	15
990	1571	14
991	1573	12
992	1574	11
993	1576	9
994	1578	7
995	1579	6
996	1581	4
997	1582	3
998	1584	1
999	1586	0
