iter	Logloss
166	0.3794276929
167	0.3791677322
168	0.3787013439
169	0.3783184281
170	0.3780774141
171	0.3776275265
172	0.3771929588
173	0.3769174537
174	0.3767686511
175	0.3763169516
176	0.3758328047
177	0.3754525126
178	0.3751217211
179	0.3747841765
180	0.3745280704
181	0.3741984845
182	0.3741049747
183	0.373846123
184	0.3737315771
185	0.3735166732
186	0.3732260445
187	0.3729906095
188	0.3726922878
189	0.3721950537
190	0.3718880359
191	0.371669846
192	0.3712817925
193	0.3708714676
194	0.3707531582
195	0.3707114509
196	0.3706155839
197	0.3703541247
198	0.3699209154
199	0.3695915873
200	0.3693702426
201	0.36928552
202	0.3690008519
203	0.3688788557
204	0.3685173184
205	0.3682655719
206	0.3680420097
207	0.3677314954
208	0.3673400648
209	0.3670883565
210	0.3668168523
211	0.3665982195
212	0.366211651
213	0.3660082424
214	0.3657612963
215	0.3655472348
216	0.365414839
217	0.3653095873
218	0.3651649745
219	0.3650155635
220	0.364719419
221	0.3643592525
222	0.3640891868
223	0.3638477795
224	0.3636696496
225	0.3634658793
226	0.3633710069
227	0.3630346431
228	0.3629059296
229	0.3626871799
230	0.3626255254
231	0.3623914409
232	0.3622176284
233	0.3620308443
234	0.361784974
235	0.3616284866
236	0.3615519904
237	0.3614257234
238	0.3611714209
239	0.3608977425
240	0.3607456791
241	0.360604274
242	0.3604824625
243	0.3602401668
244	0.3600158782
245	0.3597907973
246	0.3596243134
247	0.3594870422
248	0.3593352608
249	0.3591226206
250	0.3589525116
251	0.3588650893
252	0.3588260308
253	0.3585755424
254	0.3584761238
255	0.3581442744
256	0.358110616
257	0.3580587025
258	0.3579463711
259	0.3576969163
260	0.357514656
261	0.3573511476
262	0.3572451625
263	0.3570907122
264	0.3568820758
265	0.356767848
266	0.3565829252
267	0.3563988544
268	0.3563601524
269	0.3562006744
270	0.3559640811
271	0.3558673445
272	0.3557180147
273	0.3554591131
274	0.3553225744
275	0.3551546813
276	0.3550831479
277	0.3549765068
278	0.3548334446
279	0.3545968343
280	0.3545685124
281	0.354374532
282	0.3541945504
283	0.3541159286
284	0.3538316784
285	0.3536722266
286	0.3535535948
287	0.3534031089
288	0.3531963912
289	0.3531405817
290	0.3530275739
291	0.3529610684
292	0.35285275
293	0.3527693866
294	0.3527292147
295	0.3526681454
296	0.3524290412
297	0.352182081
298	0.3520804591
299	0.3519716149
300	0.351894454
301	0.3517319378
302	0.3516686538
303	0.3516241829
304	0.3515075477
305	0.3513815211
306	0.3511898116
307	0.3510297701
308	0.3508895515
309	0.3507829405
310	0.3506077093
311	0.3504406295
312	0.35039692
313	0.3503808857
314	0.35026523
315	0.3501366579
316	0.3498951921
317	0.3497505859
318	0.3496344602
319	0.3494319178
320	0.3492983231
321	0.3491913426
322	0.3490874581
323	0.3489697498
324	0.3488380289
325	0.3487356357
326	0.3486171133
327	0.3484013848
328	0.3482784861
329	0.3481240837
330	0.3479526741
331	0.3478210846
332	0.3476529311
333	0.3475756129
334	0.3475701003
335	0.347451185
336	0.3471889749
337	0.3469401721
338	0.3467371253
339	0.3466512455
340	0.3465552796
341	0.3463833178
342	0.3463579713
343	0.3462294011
344	0.3461403171
345	0.3460301059
346	0.3458355533
347	0.3457129925
348	0.3456610301
349	0.3455264733
350	0.3455043195
351	0.3454205295
352	0.3453237218
353	0.3452879268
354	0.3452022575
355	0.3451424691
356	0.3449432283
357	0.3448388627
358	0.3447500649
359	0.3445732224
360	0.3444788088
361	0.3444299182
362	0.3442836332
363	0.3442410173
364	0.3440588448
365	0.3439243937
366	0.3438649725
367	0.3436515159
368	0.3435731237
369	0.3435525164
370	0.3434564744
371	0.343397902
372	0.3433491123
373	0.3432813053
374	0.3431459456
375	0.3431039905
376	0.3430308327
377	0.3429831845
378	0.3428974838
379	0.3427754097
380	0.3427346424
381	0.3426824688
382	0.3426349236
383	0.342604385
384	0.3425114237
385	0.3423836785
386	0.3423204546
387	0.342175416
388	0.342037452
389	0.3419712207
390	0.3418111474
391	0.3416329605
392	0.3415307606
393	0.3415147675
394	0.3414733883
395	0.3413536884
396	0.3412690401
397	0.3411864965
398	0.3411797152
399	0.3410548549
400	0.340972923
401	0.3407671785
402	0.3406398831
403	0.3405063467
404	0.3404621512
405	0.3403835632
406	0.3403048175
407	0.3402345062
408	0.3401233865
409	0.3399709962
410	0.3399661558
411	0.3398519186
412	0.3397112129
413	0.339610084
414	0.3395652711
415	0.3394912644
416	0.3394174771
417	0.3393568352
418	0.3392571859
419	0.3390819574
420	0.3389799259
421	0.338902434
422	0.3388425654
423	0.3388065544
424	0.338669657
425	0.338566847
426	0.3385611452
427	0.3384821709
428	0.3383622837
429	0.3383425426
430	0.3382071366
431	0.3381318864
432	0.338074759
433	0.3380417306
434	0.3380334562
435	0.3379180438
436	0.3378655468
437	0.3377870474
438	0.3376881747
439	0.3376122675
440	0.3375248289
441	0.3374628405
442	0.3373882991
443	0.3372588706
444	0.3371709977
445	0.3370664751
446	0.3370299715
447	0.3369241856
448	0.3368022797
449	0.3367450079
450	0.3365943499
451	0.3364869676
452	0.3363921034
453	0.3362936436
454	0.3361726362
455	0.3361148711
456	0.3360026044
457	0.3359205731
458	0.3358806556
459	0.3357909944
460	0.3357114252
461	0.3356275425
462	0.3355820675
463	0.3355013294
464	0.3354334414
465	0.3353606458
466	0.3352919777
467	0.3352443589
468	0.3351818196
469	0.3351205194
470	0.3350333605
471	0.3349617826
472	0.3348829712
473	0.3348727708
474	0.3348085551
475	0.3347601787
476	0.3346679089
477	0.3346181541
478	0.3345441563
479	0.334500045
480	0.3343613786
481	0.3342967188
482	0.3342195475
483	0.3341918621
484	0.3340886443
485	0.3339348428
486	0.3338875659
487	0.3338636861
488	0.3337545598
489	0.3335445252
490	0.3334276199
491	0.3332726745
492	0.3331933907
493	0.3330819498
494	0.3329706799
495	0.3328348408
496	0.3327502394
497	0.3326614654
498	0.3325897522
499	0.3325307167
500	0.3324149495
501	0.332381188
502	0.3323088924
503	0.3322608797
504	0.3322233388
505	0.3321654549
506	0.3320303114
507	0.3319838468
508	0.3318772849
509	0.3317999813
510	0.3317976849
511	0.3317190548
512	0.3316517281
513	0.3315114699
514	0.3314344624
515	0.3313831571
516	0.331341712
517	0.3313288911
518	0.331283585
519	0.3312116257
520	0.3310147954
521	0.330894138
522	0.3308497864
523	0.3307822654
524	0.3307210292
525	0.3306932665
526	0.3305479759
527	0.330449752
528	0.3304188412
529	0.3303600575
530	0.3303482368
531	0.3302802783
532	0.3302508905
533	0.3301843468
534	0.3300712751
535	0.330053563
536	0.3300510713
537	0.3300024638
538	0.3299540467
539	0.3298855941
540	0.3297729649
541	0.3297627117
542	0.3296894582
543	0.3296022207
544	0.3295506055
545	0.3294863046
546	0.3294866438
547	0.3293812914
548	0.3293789482
549	0.329341596
550	0.3292788344
551	0.3292193377
552	0.3291684433
553	0.329113731
554	0.3290163187
555	0.3289663873
556	0.3289231326
557	0.3288471801
558	0.3287775037
559	0.3286812562
560	0.3286197114
561	0.3285404788
562	0.3285017839
563	0.3284284369
564	0.3283505805
565	0.3282945739
566	0.3281797829
567	0.3281653306
568	0.3281016177
569	0.3280674531
570	0.3280180329
571	0.3279045
572	0.3278511001
573	0.3278091414
574	0.3277472912
575	0.3277340401
576	0.3276261632
577	0.3275608495
578	0.3274940243
579	0.3274437188
580	0.3273885385
581	0.3273758119
582	0.32733818
583	0.3272774445
584	0.3272472575
585	0.3272026953
586	0.3271394024
587	0.3271325152
588	0.3270862733
589	0.3269855368
590	0.3269577305
591	0.326867943
592	0.3267650233
593	0.3266435824
594	0.3265872215
595	0.3265673084
596	0.3264963513
597	0.326462535
598	0.3264334896
599	0.3262982763
600	0.3262327076
601	0.3261652151
602	0.3260362202
603	0.32598723
604	0.325924639
605	0.3258931171
606	0.3258630301
607	0.3257478865
608	0.3257007293
609	0.3255455457
610	0.3255289688
611	0.3254877208
612	0.325422688
613	0.3253724792
614	0.3253379588
615	0.3253132997
616	0.3252830755
617	0.3252315746
618	0.3251806256
619	0.3251294817
620	0.3251265088
621	0.3250658355
622	0.3249581566
623	0.3248813982
624	0.3248808351
625	0.3247404061
626	0.324679156
627	0.3246037825
628	0.324564575
629	0.3244992083
630	0.3244481856
631	0.3244322528
632	0.3243576743
633	0.324278535
634	0.3241317966
635	0.3240463446
636	0.3240134304
637	0.3240130435
638	0.3239820526
639	0.3239649251
640	0.3239144312
641	0.3238331086
642	0.3237870519
643	0.3237087265
644	0.3236147343
645	0.3235889844
646	0.3235229577
647	0.3235104782
648	0.3234879496
649	0.323413468
650	0.3233413132
651	0.3232780915
652	0.3232445508
653	0.323186176
654	0.3231149103
655	0.3230632676
656	0.3230152073
657	0.3229511118
658	0.322847366
659	0.3228243791
660	0.3227948854
661	0.3227881736
662	0.3227569416
663	0.3227542448
664	0.3227037621
665	0.3226597027
666	0.3226344724
667	0.3225959207
668	0.3224813624
669	0.3224146267
670	0.3223067327
671	0.3222823753
672	0.3222152926
673	0.3221595897
674	0.3221447418
675	0.3221433771
676	0.322102302
677	0.322062548
678	0.3220092814
679	0.3219570513
680	0.3219375911
681	0.3219009707
682	0.321861809
683	0.3218453447
684	0.3218045205
685	0.3218021809
686	0.3217437551
687	0.3216816699
688	0.3216765774
689	0.3216390804
690	0.3215678161
691	0.3215277314
692	0.3215116639
693	0.3214215789
694	0.3213813411
695	0.3213332358
696	0.321280364
697	0.3212304709
698	0.3211994754
699	0.3211414464
700	0.3211357146
701	0.3211048839
702	0.3210584985
703	0.3210007237
704	0.3209860854
705	0.3209828346
706	0.3209247513
707	0.3209200443
708	0.3208650515
709	0.3208154633
710	0.3207641428
711	0.3207367291
712	0.3207195831
713	0.3206714965
714	0.3206053599
715	0.3206022522
716	0.3205459445
717	0.3205303389
718	0.3204959006
719	0.3204779633
720	0.3204503233
721	0.3203851945
722	0.3203362096
723	0.3203163295
724	0.3202577409
725	0.320214696
726	0.3201203075
727	0.3200323035
728	0.3199936072
729	0.3199500234
730	0.3199035265
731	0.319790939
732	0.3197199927
733	0.3195638292
734	0.3195021039
735	0.3194856398
736	0.3194320831
737	0.3194124171
738	0.3193923196
739	0.3193347873
740	0.3192819262
741	0.3192584184
742	0.3192212651
743	0.3191600995
744	0.3190725976
745	0.3189855676
746	0.3188654132
747	0.31871953
748	0.3186652294
749	0.3186520125
750	0.3185842396
751	0.3185217144
752	0.3185173549
753	0.3184298797
754	0.3183399554
755	0.3182482133
756	0.3181899543
757	0.3181117313
758	0.3180607577
759	0.3180074216
760	0.3179700925
761	0.3179265851
762	0.3178078553
763	0.3177860784
764	0.3177334466
765	0.3176674374
766	0.3176570777
767	0.3176178875
768	0.3175791613
769	0.3175450632
770	0.3175395285
771	0.3174813237
772	0.3174519241
773	0.3173991716
774	0.3173074113
775	0.3172835203
776	0.3172494669
777	0.3171818632
778	0.3171367676
779	0.3171057028
780	0.3170238074
781	0.3169601915
782	0.3169152564
783	0.3168168556
784	0.3167513083
785	0.3167327983
786	0.3166593134
787	0.3166170434
788	0.3165359216
789	0.3165099114
790	0.3164838621
791	0.3164611523
792	0.3163960228
793	0.3163099044
794	0.3162714521
795	0.3162171638
796	0.316188611
797	0.3161401408
798	0.3160887307
799	0.3160515534
800	0.3159913172
801	0.3159655396
802	0.3159612183
803	0.3159097622
804	0.315875944
805	0.3158319479
806	0.315750268
807	0.3156961087
808	0.3156490589
809	0.3156295385
810	0.3155379144
811	0.3154781023
812	0.31536604
813	0.3153163064
814	0.3152868478
815	0.315227781
816	0.3151886758
817	0.3151063179
818	0.3149542481
819	0.314923778
820	0.3148332499
821	0.3147792228
822	0.314764203
823	0.314735376
824	0.3147325126
825	0.3147133052
826	0.3146389668
827	0.3145720275
828	0.3145271409
829	0.3144380346
830	0.3144123752
831	0.3143776096
832	0.3143179323
833	0.3142595275
834	0.3142324338
835	0.3142292834
836	0.3141532608
837	0.3141074173
838	0.3140713901
839	0.3140348206
840	0.3140114351
841	0.3139393974
842	0.3139046712
843	0.3138369484
844	0.3137910532
845	0.3137676721
846	0.3136982795
847	0.3136653894
848	0.3136349956
849	0.3135897351
850	0.3135624424
851	0.3134862404
852	0.3134343755
853	0.313389651
854	0.3133694998
855	0.3133650991
856	0.3133284074
857	0.3132681377
858	0.3132537184
859	0.3132351368
860	0.313186616
861	0.313147637
862	0.3130486229
863	0.3129336978
864	0.3128641099
865	0.3127823168
866	0.3127604024
867	0.3127230795
868	0.3126016046
869	0.3125753422
870	0.3125340885
871	0.3124982687
872	0.312456935
873	0.3124398916
874	0.3124180418
875	0.3123869733
876	0.3123306862
877	0.3122922858
878	0.3122644498
879	0.3122166645
880	0.312187217
881	0.312112678
882	0.3120862238
883	0.3119828499
884	0.3119589732
885	0.3118984314
886	0.3118543189
887	0.3117503353
888	0.3116501027
889	0.3116121769
890	0.3115701611
891	0.3115245135
892	0.3114913969
893	0.3114370526
894	0.3113718438
895	0.3113190957
896	0.3112698149
897	0.3112485498
898	0.3112204378
899	0.3111861225
900	0.3111632813
901	0.3111098807
902	0.3110909003
903	0.3110753077
904	0.3110376529
905	0.3109685394
906	0.3109582049
907	0.3109296662
908	0.3109257374
909	0.310885113
910	0.3108587397
911	0.3108168189
912	0.3107615338
913	0.3107256961
914	0.3106661047
915	0.3106175694
916	0.3105449716
917	0.310530138
918	0.3104270431
919	0.3103817712
920	0.3103422887
921	0.3102789214
922	0.31020624
923	0.310163157
924	0.310127007
925	0.3100468362
926	0.3099986279
927	0.3099574883
928	0.3098954394
929	0.3098229382
930	0.3098020377
931	0.309726969
932	0.3096879014
933	0.3095805403
934	0.3095158872
935	0.3094904805
936	0.3094634636
937	0.3094196945
938	0.3094038142
939	0.3093183346
940	0.3092971287
941	0.3092536787
942	0.3091651444
943	0.309108492
944	0.3090615138
945	0.3089480441
946	0.308836492
947	0.3087957877
948	0.3087475921
949	0.3087047236
950	0.3086722727
951	0.3086456581
952	0.3085629299
953	0.3084765813
954	0.3084419573
955	0.3083617641
956	0.3083254046
957	0.3082789088
958	0.3082445233
959	0.3082259684
960	0.3081675464
961	0.3081157965
962	0.3080590759
963	0.308032298
964	0.3079636509
965	0.3078708899
966	0.307826091
967	0.307793599
968	0.3077434147
969	0.3076838027
970	0.3076174705
971	0.3075584666
972	0.3074867693
973	0.3074216765
974	0.3073643072
975	0.3072944495
976	0.3072034887
977	0.3071619271
978	0.307133754
979	0.3070819576
980	0.3070362932
981	0.3069998334
982	0.3069130032
983	0.3068610018
984	0.3068244892
985	0.306788883
986	0.306745648
987	0.3066905752
988	0.3066428352
989	0.3066009221
990	0.3065688295
991	0.3064704919
992	0.3064148699
993	0.3063758715
994	0.3063200461
995	0.3062828134
996	0.3062566301
997	0.3061652963
998	0.3061365708
999	0.3061062427
